ATM_ID,Date,Opening_Cash,Cash_Loaded,Total_Withdrawal,Closing_Cash,Number_of_Transactions,Failed_Transactions,Downtime_Minutes,Customer_Complaints,Maintenance_Status,Refill_Date,Refill_Amount,Refill_Cost,Health_Score,Need_Refill,Days_Since_Last_Refill
ATM1001,1/13/2025,1103649.24,0,344713.76,302757.8,224,4,6,3,Normal,6/6/2025,0,0,63.5,NO,6
ATM1007,6/19/2025,363514.57,300000,734905.09,559780.99,470,3,7,2,Normal,1/22/2025,0,3500,92.6,NO,5
ATM1028,2/19/2025,351916.59,300000,731548.61,773354.77,42,6,14,0,Normal,7/20/2025,700000,3500,93.8,NO,13
ATM1006,1/29/2025,596718.18,500000,216850.65,443930.82,289,4,17,0,Normal,4/20/2025,0,0,95.9,NO,6
ATM1017,4/27/2025,752299.11,700000,224565.48,444071.42,108,5,9,1,Normal,8/19/2025,300000,0,83.3,NO,4
ATM1018,12/21/2025,539477.44,0,720431.86,107599.84,506,7,8,2,Normal,7/10/2025,0,0,90.1,YES,5
ATM1022,2/22/2025,785858.99,500000,336485.23,418612.86,168,9,21,2,Required,10/25/2025,0,0,69.8,NO,12
ATM1025,3/22/2025,952558.4,500000,885046.32,612893.99,216,7,9,3,Normal,9/24/2025,500000,0,67,NO,0
ATM1012,3/25/2025,821486.71,500000,103989.43,378938.64,482,3,17,1,Normal,11/8/2025,0,0,64,NO,13
ATM1008,9/10/2025,1013274.26,300000,778943.41,825473.76,111,6,12,0,Normal,8/24/2025,500000,0,71.1,YES,13
ATM1017,1/15/2025,254923.41,500000,599889.9,252964.66,365,5,13,2,Normal,3/3/2025,0,0,91.3,NO,0
ATM1030,8/20/2025,401055.94,0,457922.4,999365.54,215,10,11,1,Normal,6/23/2025,700000,2500,79.8,NO,3
ATM1031,4/27/2025,735868.87,0,833533.48,331252.17,577,7,13,2,Normal,9/20/2025,700000,0,60.8,YES,5
ATM1002,1/25/2025,476730.57,300000,497818.79,669198.72,189,6,16,2,Normal,5/2/2025,300000,2500,75.5,NO,8
ATM1019,12/13/2025,810104.55,700000,574227.76,638427.12,73,7,14,3,Normal,2/2/2025,0,0,72,NO,6
ATM1032,4/21/2025,873301.25,0,97160.24,744449.76,85,6,11,2,Normal,5/12/2025,0,3500,62.4,YES,10
ATM1025,11/23/2025,390863.65,0,128636.05,51811.48,124,8,16,3,Required,5/18/2025,700000,0,96.3,NO,10
ATM1036,7/18/2025,780542.02,300000,649962.31,825157.6,432,9,11,1,Normal,11/15/2025,0,0,96.1,YES,6
ATM1010,12/12/2025,1069504.68,500000,817980.5,592619.78,50,1,10,3,Normal,8/6/2025,500000,3500,95.9,NO,10
ATM1025,5/6/2025,762793.13,0,878542.94,771630.49,150,2,10,1,Required,6/21/2025,700000,0,76.6,NO,13
ATM1036,7/25/2025,353102.36,0,527377.97,595924.12,122,6,18,3,Normal,1/14/2025,500000,0,100,NO,11
ATM1010,6/25/2025,799594.39,0,124854.26,655125.1,419,4,13,2,Normal,8/17/2025,0,0,70.3,NO,8
ATM1037,10/31/2025,984847.16,0,459640.43,972002.38,326,12,13,0,Normal,8/2/2025,500000,0,95.7,NO,9
ATM1024,5/25/2025,725351.64,300000,286142.74,146488.48,597,11,15,5,Normal,2/7/2025,0,0,65.6,NO,13
ATM1035,8/15/2025,625363.1,0,830546.06,556364.59,525,3,16,3,Normal,12/2/2025,0,0,100,YES,12
ATM1003,10/6/2025,930631.52,0,375437.01,612078.17,425,6,7,1,Normal,1/21/2025,0,2500,81.5,NO,6
ATM1025,5/5/2025,818964.63,500000,444910.46,187772.63,158,11,7,4,Normal,12/30/2025,0,0,83.6,NO,0
ATM1015,1/15/2025,323179.49,700000,388309.8,913176.54,248,9,10,3,Required,10/15/2025,0,0,64.9,YES,9
ATM1033,5/11/2025,801206.51,0,376936.68,844648.69,534,8,9,2,Normal,9/8/2025,0,2500,90.7,NO,5
ATM1006,2/22/2025,1053171.14,0,433567.46,378675.09,528,7,12,4,Normal,9/30/2025,500000,2500,94.4,NO,14
ATM1008,1/25/2025,1185688.56,300000,200212.86,232041.62,335,8,15,5,Normal,6/8/2025,0,0,76,NO,5
ATM1045,8/25/2025,454393.39,500000,428524.71,404661.51,498,6,12,0,Normal,2/21/2025,0,3500,96.3,NO,0
ATM1025,8/26/2025,951163.52,300000,461647.18,891418.43,243,4,15,1,Normal,12/25/2025,700000,3500,84.6,YES,10
ATM1007,4/27/2025,548059.9,700000,174667.68,952074,443,8,10,1,Normal,5/19/2025,0,3500,64.2,NO,12
ATM1019,2/24/2025,781536.43,0,471999.46,677241.43,490,4,9,3,Normal,10/20/2025,0,0,100,NO,4
ATM1027,9/26/2025,547770.28,0,61248.9,892251.03,228,6,20,2,Normal,8/18/2025,0,0,91.2,NO,13
ATM1008,4/15/2025,832367.28,0,845531.28,757382.66,295,4,15,1,Required,5/13/2025,300000,0,71.9,NO,5
ATM1033,10/29/2025,783734.37,0,433767.65,647194.73,535,3,8,4,Normal,3/29/2025,300000,0,92.6,YES,11
ATM1042,9/2/2025,384284.96,0,259933.28,144046.72,530,9,10,2,Normal,10/29/2025,700000,3500,69.4,NO,0
ATM1035,9/7/2025,1051292.13,0,90502.03,186904.76,114,7,9,5,Normal,12/16/2025,700000,3500,70.1,NO,7
ATM1001,3/6/2025,571642.73,500000,802905.71,680741.99,240,3,13,3,Normal,1/2/2025,700000,0,70.3,NO,1
ATM1002,8/27/2025,676149.94,500000,472872.85,864278.62,471,5,11,8,Normal,5/27/2025,0,0,69.3,NO,9
ATM1004,7/22/2025,338591.49,500000,851138.96,652002.59,329,7,6,4,Normal,8/4/2025,0,3500,72.1,YES,1
ATM1038,12/16/2025,423911.83,700000,761006.79,415277.35,196,9,15,2,Normal,8/4/2025,500000,0,74.3,YES,5
ATM1040,10/23/2025,486543.77,300000,808574.94,132135.93,149,4,14,3,Normal,7/15/2025,700000,0,79.4,NO,12
ATM1046,1/11/2025,1134745.85,700000,218906.34,384832.2,255,4,12,6,Required,1/9/2025,0,0,77.8,NO,1
ATM1003,11/5/2025,507875.28,500000,897609.32,450640.11,271,0,11,0,Normal,2/21/2025,0,0,74.4,YES,2
ATM1028,1/31/2025,1016952.01,0,859231.07,291931.34,511,3,13,2,Normal,4/2/2025,0,3500,70.7,NO,5
ATM1049,6/23/2025,1185294.13,0,503082.31,597190.66,178,5,10,6,Normal,10/13/2025,0,0,86.9,NO,8
ATM1041,10/4/2025,1043941.07,0,200766.53,458795.1,539,9,12,0,Normal,1/19/2025,300000,0,91,NO,13
ATM1019,7/9/2025,898498.06,0,536682.75,262399.23,509,9,10,2,Normal,11/18/2025,500000,0,86.1,NO,6
ATM1030,6/28/2025,398569.58,500000,600302.75,295325.22,482,8,12,1,Normal,8/13/2025,0,0,70.9,YES,10
ATM1028,5/27/2025,1028376.45,0,704807.41,484864,526,6,14,2,Normal,4/10/2025,0,0,91.2,NO,5
ATM1035,8/9/2025,1074958.43,0,734100.38,823608.61,111,3,11,0,Required,1/7/2025,0,0,85.3,NO,7
ATM1006,5/15/2025,596758.43,0,250645.78,562909.16,317,2,12,3,Normal,12/25/2025,300000,3500,91.7,NO,1
ATM1011,8/17/2025,809571.75,0,279380.26,699112.03,465,10,9,1,Normal,4/23/2025,0,0,71.5,NO,0
ATM1038,3/29/2025,424616.24,500000,120480.03,128991,164,4,10,2,Normal,8/3/2025,500000,3500,77,NO,12
ATM1013,3/2/2025,1077057.59,300000,384340.26,709129.21,384,8,11,3,Normal,12/18/2025,0,0,92.6,NO,12
ATM1011,11/14/2025,1147951.13,500000,128563.26,950250.34,429,10,15,4,Required,12/30/2025,0,3500,79.8,NO,14
ATM1012,7/26/2025,425488.57,700000,121681.76,209554.59,326,7,8,0,Normal,10/17/2025,500000,0,98,NO,9
ATM1024,2/8/2025,717789.52,0,824505.42,230834.36,360,2,10,6,Normal,7/7/2025,300000,3500,76,YES,12
ATM1042,7/10/2025,982190.26,300000,300570.36,413217.35,265,7,13,2,Normal,11/13/2025,0,0,77.1,NO,0
ATM1023,8/18/2025,809148.92,0,497331.8,640605.38,292,5,7,2,Normal,3/9/2025,0,2500,100,NO,2
ATM1046,7/29/2025,1129224.49,700000,825966.63,448951.63,240,4,13,0,Normal,11/2/2025,300000,0,87.1,NO,14
ATM1004,6/8/2025,836576.88,500000,856218.14,149275,135,7,4,1,Normal,8/2/2025,500000,2500,100,NO,5
ATM1030,12/4/2025,1075215.21,700000,725937.96,509438.15,409,8,16,0,Normal,3/24/2025,0,0,72.6,YES,8
ATM1041,1/28/2025,996291.46,0,685807.33,885009.18,20,6,17,5,Normal,10/7/2025,300000,2500,67,YES,13
ATM1019,6/18/2025,677043.45,0,353931.24,56278.04,44,7,12,2,Normal,3/22/2025,300000,3500,64.7,NO,0
ATM1010,1/8/2025,1057111.81,500000,548529.05,938670.44,196,9,9,0,Normal,2/15/2025,0,3500,82.2,YES,10
ATM1011,10/8/2025,1008593.54,500000,375002.05,886450.08,421,8,11,0,Normal,11/18/2025,0,0,83.4,NO,13
ATM1024,2/16/2025,1114940.66,300000,175382.22,73788.1,251,7,13,0,Normal,7/12/2025,0,2500,100,YES,1
ATM1044,11/22/2025,660830.89,300000,332150.24,368285.91,138,4,10,3,Normal,12/17/2025,0,0,85.8,NO,0
ATM1024,10/8/2025,443345.56,500000,374487.96,633652.63,311,3,7,3,Required,12/29/2025,300000,3500,93,YES,11
ATM1002,2/1/2025,376420.86,0,306123.12,943196.78,226,5,19,3,Required,4/2/2025,0,0,73.7,YES,2
ATM1036,6/18/2025,1131680.56,0,263652.95,120435.59,122,7,9,2,Normal,1/6/2025,500000,0,70.6,NO,10
ATM1047,10/16/2025,487214.74,0,333265.95,512471.08,239,6,9,1,Normal,8/17/2025,500000,3500,87,NO,1
ATM1001,3/29/2025,926263.18,700000,832779.75,622312.02,497,4,15,0,Normal,1/17/2025,700000,0,83.8,YES,5
ATM1041,12/30/2025,303597.21,0,183738.83,801244.72,271,3,12,2,Normal,1/13/2025,500000,3500,100,NO,6
ATM1039,7/31/2025,459972.88,0,416254.34,275482.26,458,5,10,2,Normal,1/21/2025,500000,0,80.2,NO,9
ATM1002,4/11/2025,464063.3,700000,267052.39,915061.32,598,5,6,3,Normal,7/23/2025,0,2500,77.5,NO,1
ATM1047,9/10/2025,1035379.96,0,400639.21,894026.75,333,4,16,4,Normal,9/1/2025,500000,3500,60.6,YES,0
ATM1039,7/21/2025,742987.7,0,616933.19,188447.62,578,9,17,1,Normal,5/31/2025,500000,2500,73.9,YES,0
ATM1031,6/21/2025,506778.76,0,679265.91,481037.15,303,3,12,2,Normal,12/29/2025,0,0,100,NO,6
ATM1030,3/26/2025,1199062.51,0,825917.31,558690.78,392,1,11,5,Required,8/21/2025,0,0,74.9,YES,8
ATM1008,1/15/2025,279750.58,300000,117454.89,196663.72,264,4,8,5,Normal,7/24/2025,0,2500,77.2,NO,2
ATM1036,5/28/2025,628032.43,0,845507.66,695233.8,579,8,12,3,Normal,7/3/2025,500000,2500,84.9,NO,3
ATM1025,11/14/2025,774913.89,0,733198.39,930749.18,81,8,13,0,Normal,5/25/2025,300000,0,85.6,NO,11
ATM1044,12/28/2025,532320.6,700000,503670.14,452494.57,392,3,15,3,Required,8/18/2025,0,0,83.6,NO,12
ATM1009,5/22/2025,384733.87,0,538454.24,584492.95,131,8,10,6,Normal,7/12/2025,0,0,79.8,NO,0
ATM1002,7/6/2025,272423.04,500000,196234,887331.43,288,4,12,3,Normal,6/23/2025,0,3500,89.4,NO,6
ATM1050,3/26/2025,1033955.18,300000,824564.02,618723.79,144,5,20,2,Normal,2/18/2025,0,2500,65.9,YES,14
ATM1009,12/25/2025,685542.85,500000,95292.05,979689.48,299,4,19,4,Normal,8/19/2025,700000,2500,83.5,NO,3
ATM1012,1/21/2025,866691.33,0,136753.53,642711.26,571,5,14,4,Normal,4/10/2025,0,0,73.9,NO,0
ATM1010,4/7/2025,1118113.08,500000,610376.54,865428.26,118,7,12,1,Normal,2/6/2025,500000,0,76.6,YES,1
ATM1005,5/6/2025,578213.37,700000,461207.09,311595.27,469,6,10,0,Normal,7/13/2025,500000,2500,90.7,NO,6
ATM1003,6/1/2025,326224.89,300000,66178.67,318776.97,445,9,10,5,Normal,7/16/2025,500000,0,88.6,NO,12
ATM1030,5/25/2025,996485.05,0,258844.66,443904.45,490,10,8,2,Normal,8/9/2025,300000,0,69.7,NO,0
ATM1001,2/10/2025,444240.04,700000,88468.03,491040.83,385,3,17,2,Normal,6/28/2025,300000,0,90.5,NO,0
ATM1031,5/29/2025,1034613.26,0,867305.02,191685.31,393,7,14,1,Normal,8/22/2025,500000,3500,69.9,NO,5
ATM1043,9/1/2025,1160067.93,500000,218694.65,876826.34,496,5,12,3,Normal,6/1/2025,500000,0,86.3,NO,4
ATM1006,9/25/2025,488910.95,0,663477.74,73694.91,340,9,7,2,Normal,2/26/2025,700000,3500,72.4,NO,1
ATM1031,2/6/2025,370929.52,300000,356415.11,287621.42,26,5,11,5,Normal,10/30/2025,500000,3500,92.5,NO,14
ATM1046,12/3/2025,1142974.7,0,144376.59,992550.6,59,7,16,2,Normal,1/13/2025,0,0,80.1,NO,1
ATM1023,2/19/2025,637882.76,0,119859.25,922728.74,67,4,7,2,Normal,5/19/2025,700000,0,100,NO,9
ATM1035,12/22/2025,1163243.45,0,178354.48,202928.2,280,10,18,5,Required,11/5/2025,0,0,93.5,NO,0
ATM1019,9/28/2025,635078.66,0,524634.26,159569.51,434,4,13,4,Normal,12/1/2025,0,0,69.1,NO,13
ATM1029,4/17/2025,514334.89,700000,274703.72,611530.94,126,9,18,2,Normal,12/6/2025,0,2500,62,NO,4
ATM1028,8/19/2025,1147725.2,500000,380621.76,913014.47,171,6,11,5,Normal,9/2/2025,500000,3500,74.6,NO,12
ATM1004,5/19/2025,280529.39,500000,265363.85,58508.88,264,6,13,1,Required,1/10/2025,0,3500,87,NO,13
ATM1019,3/9/2025,735021.8,0,367492.51,748314.46,234,5,21,1,Normal,10/14/2025,300000,0,78.9,YES,14
ATM1005,8/15/2025,277354.01,300000,439568.16,106381.62,250,7,14,0,Normal,3/11/2025,700000,3500,87.4,NO,1
ATM1037,4/17/2025,350513.02,0,527269.62,198641.18,499,11,13,1,Normal,4/16/2025,0,3500,64.8,YES,14
ATM1043,8/27/2025,622781.84,500000,159780.41,177338.69,599,3,15,2,Normal,9/5/2025,0,0,81.1,NO,8
ATM1007,1/27/2025,766725.67,700000,872048.97,167353.46,322,4,8,1,Normal,6/16/2025,0,3500,70.4,YES,11
ATM1017,7/15/2025,404507.39,700000,349220.24,924274.16,387,4,14,2,Required,10/15/2025,500000,0,74.9,NO,14
ATM1047,1/29/2025,728718.96,500000,624589.54,269233.57,532,4,12,3,Required,10/14/2025,0,0,65.3,NO,6
ATM1008,11/2/2025,816323.73,0,648933.84,313140.31,259,1,8,4,Normal,10/17/2025,0,0,76.9,YES,12
ATM1005,10/24/2025,970993.99,0,401273.54,779926.66,187,7,13,0,Normal,5/31/2025,500000,3500,75.6,NO,6
ATM1030,4/20/2025,986104.18,0,695552.22,821089.32,295,7,10,0,Normal,10/20/2025,500000,3500,100,NO,3
ATM1016,7/27/2025,1086834.08,500000,557863.46,144361.28,77,12,13,2,Normal,9/21/2025,700000,0,75.2,YES,12
ATM1015,2/21/2025,545049.84,300000,690095.12,69010.67,217,6,15,2,Normal,3/26/2025,0,3500,82.4,NO,6
ATM1025,10/3/2025,705935.92,0,149593.52,784296.24,179,5,6,1,Normal,6/5/2025,0,0,75.6,NO,14
ATM1015,5/16/2025,1160560.68,500000,194112.41,545006.13,456,5,12,3,Normal,4/28/2025,0,0,81.9,YES,0
ATM1001,5/18/2025,919360.31,0,803297.01,878252.47,35,6,8,1,Normal,12/17/2025,0,2500,80.6,YES,7
ATM1023,8/21/2025,858942.13,500000,365191.21,136407.15,413,4,19,2,Normal,10/10/2025,0,3500,69.6,NO,8
ATM1039,8/5/2025,565935.04,0,547614.68,755456.54,111,7,12,2,Normal,6/12/2025,500000,0,85.7,NO,8
ATM1009,6/22/2025,385503.1,0,453160.42,204567.85,227,1,13,2,Normal,3/26/2025,0,3500,85.8,NO,2
ATM1040,5/27/2025,556948.97,0,122505.54,529132.56,40,6,15,1,Normal,9/11/2025,500000,0,79,NO,2
ATM1023,5/27/2025,436026.79,0,60285.42,988610.1,382,10,10,1,Normal,5/12/2025,0,0,78.1,NO,12
ATM1013,6/15/2025,1195445.07,0,211772.23,429394.84,52,9,7,2,Normal,8/20/2025,0,2500,85.4,NO,12
ATM1013,4/27/2025,514416.42,0,131536.58,437487.07,576,6,17,2,Normal,6/9/2025,0,0,72.3,NO,3
ATM1020,10/20/2025,999650.85,500000,305588.27,155434.97,152,11,9,1,Normal,1/24/2025,0,3500,71.5,NO,7
ATM1007,11/10/2025,571296.85,0,406686,538212.16,553,4,16,0,Normal,11/23/2025,0,0,89.4,NO,12
ATM1047,9/5/2025,1182732.58,0,523669.75,836041.11,561,3,13,3,Normal,10/7/2025,0,2500,61.4,NO,1
ATM1031,2/25/2025,415188.38,0,802484.62,149189.42,355,4,9,2,Normal,6/27/2025,500000,0,88.9,NO,9
ATM1019,1/14/2025,1029083.56,0,137215.04,835625.14,377,5,11,2,Normal,9/27/2025,0,2500,73.3,NO,3
ATM1006,1/13/2025,1000581.81,300000,409595.99,825276.81,177,6,10,1,Normal,8/27/2025,500000,0,79.5,NO,12
ATM1023,9/23/2025,573602.48,0,677366.47,809316.7,202,10,10,3,Normal,9/7/2025,300000,0,76,YES,8
ATM1043,3/8/2025,1143358.51,0,635466.81,829652.27,503,5,15,4,Normal,4/12/2025,0,0,85.9,NO,9
ATM1017,5/15/2025,481494.19,300000,238051.87,909523.06,459,5,11,2,Normal,2/22/2025,500000,0,73,NO,2
ATM1016,4/27/2025,817642.37,300000,362685.89,701791.78,158,9,12,3,Normal,3/30/2025,0,2500,54.5,YES,6
ATM1003,8/1/2025,776362.32,0,644733.59,145584.58,78,5,9,2,Required,10/7/2025,500000,0,91,NO,13
ATM1036,7/5/2025,559189.91,0,420869.65,890685.61,454,1,15,1,Normal,2/18/2025,700000,0,53.8,NO,12
ATM1012,10/15/2025,342780,0,852956.85,81853.98,458,1,14,3,Normal,1/29/2025,0,0,58.8,YES,14
ATM1020,4/13/2025,801831.25,500000,881908.83,628775.01,167,7,14,0,Normal,2/9/2025,0,0,82,YES,12
ATM1003,7/1/2025,939045.99,300000,353453.19,616944.67,179,5,13,5,Normal,8/22/2025,500000,3500,86.2,YES,2
ATM1021,11/3/2025,748711.19,0,633338.82,989262.34,341,5,11,3,Normal,7/19/2025,500000,0,87.8,YES,12
ATM1047,4/16/2025,408670.23,700000,546565.78,418633,21,8,11,2,Normal,4/11/2025,300000,0,73.9,YES,10
ATM1033,1/5/2025,640260.25,300000,126330.5,918569.95,162,8,16,0,Normal,3/20/2025,500000,0,80.7,NO,3
ATM1020,2/28/2025,681859.76,0,584719.39,908317.45,379,6,17,0,Required,7/30/2025,500000,0,77.7,NO,5
ATM1047,5/18/2025,777504.34,700000,122572.26,837022.98,322,5,15,3,Normal,7/3/2025,300000,0,89.6,NO,3
ATM1043,11/5/2025,691565.66,300000,476333.18,596657.51,210,10,13,1,Normal,6/8/2025,500000,0,77.9,YES,14
ATM1015,6/27/2025,490781.5,500000,669280.05,473998.52,567,6,7,2,Required,8/31/2025,0,0,100,NO,13
ATM1030,10/22/2025,753835.9,0,870340.5,546212.46,101,4,6,0,Normal,7/25/2025,500000,0,86.8,YES,13
ATM1032,5/24/2025,319401.59,700000,316117.33,488190.54,32,3,13,3,Normal,1/16/2025,500000,0,88.2,NO,14
ATM1017,5/7/2025,1060897.94,700000,562611.16,923874.75,510,4,9,3,Normal,8/30/2025,0,0,100,NO,1
ATM1011,3/23/2025,916787.48,700000,124283.26,855075.12,475,4,12,1,Normal,12/14/2025,700000,0,84.2,NO,0
ATM1008,8/11/2025,615970,0,645925,715010.73,191,3,7,3,Normal,8/18/2025,700000,0,100,NO,4
ATM1037,11/7/2025,598914.83,300000,421809.44,872879.2,59,6,12,1,Normal,4/30/2025,300000,2500,74.3,NO,6
ATM1044,4/5/2025,550916.42,700000,883615.62,801176.85,424,6,10,3,Normal,12/30/2025,500000,0,75.1,YES,7
ATM1003,8/10/2025,933056.66,500000,721338.75,259877.01,74,7,16,2,Normal,9/29/2025,0,0,78.1,NO,10
ATM1032,1/9/2025,331822.52,300000,547338.28,895568.08,119,6,16,2,Normal,7/8/2025,500000,0,76.9,NO,2
ATM1002,2/6/2025,366756.22,500000,546407.17,217275.62,448,5,14,2,Normal,4/5/2025,0,0,100,NO,1
ATM1035,4/8/2025,1061630.38,500000,254432.72,439310.88,77,6,11,3,Normal,3/17/2025,700000,0,77,YES,6
ATM1026,4/8/2025,719538.52,0,157980.68,112264,218,6,16,1,Normal,6/1/2025,0,3500,65.8,NO,14
ATM1038,12/6/2025,315741.07,0,397934.49,217613.66,454,10,13,1,Normal,12/11/2025,0,2500,88.4,NO,4
ATM1005,6/7/2025,931813.21,500000,64380.61,264680.6,215,11,5,2,Normal,9/20/2025,500000,3500,80.2,NO,4
ATM1029,9/18/2025,567325.44,0,52069.53,833608.5,473,7,13,5,Normal,6/19/2025,500000,3500,65.5,NO,12
ATM1039,3/7/2025,1089748.48,500000,661982.06,69922.15,174,8,7,2,Required,11/2/2025,500000,2500,67.1,NO,2
ATM1014,5/28/2025,898485.15,500000,690866.44,515768.46,49,6,13,2,Required,4/16/2025,0,0,72.5,NO,7
ATM1043,8/26/2025,631591.29,500000,134712.11,932897.29,215,3,11,3,Normal,1/16/2025,0,2500,75.9,YES,9
ATM1023,6/16/2025,308705.47,0,297983.4,992808.76,477,4,10,1,Normal,11/22/2025,0,0,76.1,YES,3
ATM1032,8/1/2025,906265.09,300000,695378.22,166815.84,498,3,8,3,Normal,5/8/2025,500000,2500,81.2,NO,7
ATM1015,5/6/2025,604412.4,0,461758.3,303773.32,498,5,20,1,Normal,6/19/2025,0,3500,74.6,NO,13
ATM1044,12/25/2025,1193170.29,700000,798149.17,310141.07,582,4,17,1,Normal,1/16/2025,500000,2500,93,NO,14
ATM1029,10/18/2025,611619.69,0,240847.47,875487.78,313,9,9,0,Normal,9/14/2025,0,3500,83.2,NO,8
ATM1023,4/13/2025,273440.78,0,436741.4,534022.42,499,6,8,1,Normal,3/2/2025,0,0,63.9,NO,8
ATM1014,9/3/2025,768324.92,300000,788829.48,161322.11,335,7,10,2,Normal,12/12/2025,0,0,100,NO,5
ATM1019,5/2/2025,253889.42,0,158219.13,98439.88,466,4,20,1,Required,5/7/2025,500000,3500,96.6,NO,10
ATM1002,10/26/2025,658177.51,0,717104.95,330137.35,104,6,7,3,Normal,5/5/2025,0,0,68.4,NO,6
ATM1029,1/2/2025,633204.4,700000,87823.94,762683.46,323,7,10,0,Normal,3/31/2025,0,3500,81.8,NO,3
ATM1045,10/14/2025,726846.3,500000,411374.09,688273.5,150,3,15,2,Normal,7/20/2025,0,2500,73.4,YES,13
ATM1035,9/4/2025,1187110.56,0,893601.28,996172.56,387,4,11,1,Normal,7/9/2025,500000,0,94.5,YES,8
ATM1044,1/22/2025,918963.47,700000,318491.72,348054.43,235,6,16,4,Normal,8/21/2025,300000,3500,72.1,NO,9
ATM1046,12/17/2025,1033763.82,0,686823.18,831142.84,587,10,14,2,Normal,3/23/2025,300000,0,80.3,NO,10
ATM1034,1/24/2025,414953.57,0,629361.56,579205.1,348,7,11,2,Normal,12/28/2025,500000,0,91.4,NO,2
ATM1046,10/27/2025,792785.7,500000,490824.48,673277.26,20,5,12,1,Normal,2/21/2025,700000,2500,66.9,NO,9
ATM1038,10/28/2025,372512.93,0,720709.89,542677.26,113,5,12,2,Normal,2/26/2025,0,3500,89.4,NO,12
ATM1027,10/19/2025,387348.02,0,667723.33,429013.28,355,5,11,5,Normal,5/12/2025,0,3500,100,NO,14
ATM1027,6/11/2025,842917.24,500000,288694.98,300989.17,163,7,14,2,Normal,2/10/2025,0,0,61.2,NO,12
ATM1048,6/10/2025,1180827.66,700000,596178.07,724741.9,96,4,11,0,Normal,7/2/2025,500000,2500,89.7,NO,4
ATM1032,4/29/2025,1142065.86,300000,176658.14,542810.84,544,13,16,1,Normal,8/9/2025,300000,3500,86.2,NO,10
ATM1021,7/6/2025,601768.04,0,875686.3,761592.37,322,7,11,2,Normal,7/7/2025,500000,3500,75.4,NO,1
ATM1024,2/28/2025,1185556.76,0,773084.37,631800.02,447,3,19,3,Normal,12/28/2025,0,0,74.4,NO,3
ATM1045,11/24/2025,339766.39,0,894449.03,467422.28,535,10,6,4,Normal,11/17/2025,0,3500,88.6,NO,6
ATM1013,5/30/2025,1130031.92,0,579693.84,345108,444,7,13,0,Normal,9/11/2025,500000,0,76.2,YES,11
ATM1034,1/11/2025,410364.18,500000,840803.28,364375.79,229,2,14,2,Normal,4/10/2025,0,0,81.7,YES,4
ATM1015,3/2/2025,303204.1,500000,685941.85,216761.04,91,4,10,0,Required,11/4/2025,300000,3500,86.8,NO,11
ATM1003,7/10/2025,1196398.01,0,605850.92,526640.01,358,5,15,3,Normal,12/16/2025,0,3500,80.4,NO,9
ATM1032,1/15/2025,779230.03,500000,314861,544938.86,68,4,11,2,Normal,9/4/2025,0,3500,71.1,NO,1
ATM1047,6/15/2025,556700.11,0,801809.06,346519.28,255,3,15,2,Normal,3/5/2025,0,0,75,NO,5
ATM1039,3/16/2025,919815.46,0,332272.44,766687.47,270,8,4,4,Normal,7/7/2025,0,3500,72.5,NO,4
ATM1041,2/21/2025,767776.93,0,752178.47,279801.16,536,2,10,3,Required,4/4/2025,300000,3500,86.8,NO,3
ATM1044,6/10/2025,288426.98,0,621585.6,595948.01,588,5,11,1,Normal,6/10/2025,300000,3500,93.8,NO,3
ATM1031,3/10/2025,325667.88,0,812443.16,664818.92,183,7,13,0,Normal,10/1/2025,0,0,66.6,NO,10
ATM1037,11/2/2025,630027.91,0,841512.97,879443.96,131,6,16,3,Normal,2/11/2025,0,2500,79.8,YES,8
ATM1015,7/11/2025,1199574.67,0,114617.05,676462.24,109,7,14,2,Required,4/14/2025,0,3500,76.1,NO,2
ATM1008,5/19/2025,364764.47,500000,532514.57,794925.3,53,14,16,1,Normal,2/28/2025,300000,3500,83.5,NO,14
ATM1022,3/11/2025,560059.96,0,875552.73,179449.36,375,3,15,0,Normal,3/20/2025,0,0,74.3,NO,0
ATM1048,6/20/2025,965227.53,0,708354.15,362113.16,305,4,9,1,Required,11/19/2025,0,0,84.1,YES,5
ATM1020,8/11/2025,500969.18,700000,851651.3,592980.73,390,8,15,2,Normal,10/1/2025,300000,3500,63.2,YES,0
ATM1009,6/6/2025,1024868.71,0,886535.86,953238,230,6,10,3,Normal,4/1/2025,0,0,82.1,NO,2
ATM1021,12/8/2025,384550.2,0,153295.1,98955.54,56,1,12,3,Normal,2/5/2025,300000,3500,100,NO,11
ATM1003,4/28/2025,485781.61,0,720466.7,710072.49,142,10,12,1,Normal,3/4/2025,0,0,71.7,NO,7
ATM1030,7/7/2025,674773.28,300000,156268.99,104810.66,585,4,13,3,Normal,9/9/2025,0,2500,64.4,NO,14
ATM1012,10/22/2025,785962.29,0,247811.63,489976.42,467,7,10,1,Normal,4/4/2025,0,3500,66.4,NO,8
ATM1015,9/7/2025,955708.65,300000,95904.8,928469.48,105,7,9,4,Normal,1/26/2025,500000,0,100,NO,10
ATM1036,2/8/2025,501116.09,0,279624.36,426667.23,134,5,12,2,Normal,10/5/2025,0,0,93.8,NO,4
ATM1005,6/3/2025,510141.25,0,655176.18,112251.4,532,4,7,2,Normal,9/7/2025,300000,0,72.5,NO,12
