Transaction_ID,ATM_ID,Transaction_Date,Transaction_Time,Withdrawal_Amount,Transaction_Count_10_Min,Previous_ATM,Distance_From_Previous_ATM_km,Night_Transaction,Large_Withdrawal,Fraud_Flag,Fraud_Reason
TXN003157,ATM1013,2025-11-13 00:00:00,22:30,1000,3,None,0,NO,NO,Normal,None
TXN003158,ATM1010,2025-10-09 00:00:00,01:11,10000,4,None,0,YES,NO,Review,Night-time transaction
TXN003159,ATM1012,2025-06-19 00:00:00,06:58,500,4,None,0,NO,NO,Normal,None
TXN003160,ATM1036,2025-12-18 00:00:00,23:58,2000,2,None,0,NO,NO,Normal,None
TXN003161,ATM1004,2025-10-21 00:00:00,18:00,2000,2,None,0,NO,NO,Normal,None
TXN003162,ATM1039,2025-07-14 00:00:00,19:45,5000,1,None,0,NO,NO,Normal,None
TXN003163,ATM1009,2025-12-19 00:00:00,05:10,3000,1,None,0,NO,NO,Normal,None
TXN003164,ATM1027,2025-02-23 00:00:00,13:35,20000,3,None,0,NO,YES,Review,Large withdrawal
TXN003165,ATM1038,2025-09-13 00:00:00,05:15,3000,6,None,0,NO,NO,Review,Multiple withdrawals in 10 minutes
TXN003166,ATM1006,2025-09-07 00:00:00,18:45,500,4,None,0,NO,NO,Normal,None
TXN003167,ATM1036,2025-09-26 00:00:00,08:15,5000,3,None,0,NO,NO,Normal,None
TXN003168,ATM1014,2025-05-02 00:00:00,04:48,2000,2,None,0,YES,NO,Review,Night-time transaction
TXN003169,ATM1049,2025-07-21 00:00:00,12:28,10000,1,None,0,NO,NO,Normal,None
TXN003170,ATM1009,2025-06-11 00:00:00,13:28,10000,4,None,0,NO,NO,Normal,None
TXN003171,ATM1006,2025-07-26 00:00:00,01:12,5000,3,None,0,YES,NO,Review,Night-time transaction
TXN003172,ATM1040,2025-12-16 00:00:00,19:27,2000,4,None,0,NO,NO,Normal,None
TXN003173,ATM1001,2025-10-12 00:00:00,23:17,10000,5,None,0,NO,NO,Normal,None
TXN003174,ATM1046,2025-02-10 00:00:00,11:51,10000,4,None,0,NO,NO,Normal,None
TXN003175,ATM1011,2025-01-03 00:00:00,14:18,20000,3,None,0,NO,YES,Review,Large withdrawal
TXN003176,ATM1041,2025-02-20 00:00:00,01:15,5000,2,None,0,YES,NO,Review,Night-time transaction
TXN003177,ATM1029,2025-02-08 00:00:00,12:12,5000,4,None,0,NO,NO,Normal,None
TXN003178,ATM1026,2025-06-29 00:00:00,11:21,3000,5,None,0,NO,NO,Normal,None
TXN003179,ATM1030,2025-05-23 00:00:00,23:45,5000,3,None,0,NO,NO,Normal,None
TXN003180,ATM1042,2025-04-10 00:00:00,16:53,1000,2,ATM1036,19.3,NO,NO,Normal,None
TXN003181,ATM1030,2025-04-08 00:00:00,03:39,500,2,None,0,YES,NO,Review,Night-time transaction
TXN003182,ATM1011,2025-10-03 00:00:00,09:10,3000,2,None,0,NO,NO,Normal,None
TXN003183,ATM1037,2025-06-13 00:00:00,09:30,5000,3,None,0,NO,NO,Normal,None
TXN003184,ATM1017,2025-06-28 00:00:00,10:40,2000,4,None,0,NO,NO,Normal,None
TXN003185,ATM1022,2025-05-08 00:00:00,05:36,500,3,None,0,NO,NO,Normal,None
TXN003186,ATM1024,2025-02-12 00:00:00,06:49,5000,4,None,0,NO,NO,Normal,None
TXN003187,ATM1024,2025-08-08 00:00:00,21:56,5000,2,None,0,NO,NO,Normal,None
TXN003188,ATM1002,2025-09-18 00:00:00,15:31,3000,2,None,0,NO,NO,Normal,None
TXN003189,ATM1028,2025-01-31 00:00:00,01:24,5000,1,None,0,YES,NO,Review,Night-time transaction
TXN003190,ATM1021,2025-03-18 00:00:00,11:13,5000,2,None,0,NO,NO,Normal,None
TXN003191,ATM1046,2025-12-31 00:00:00,20:39,3000,1,None,0,NO,NO,Normal,None
TXN003192,ATM1045,2025-03-24 00:00:00,00:55,2000,2,None,0,NO,NO,Normal,None
TXN003193,ATM1027,2025-11-03 00:00:00,00:26,3000,1,ATM1041,47.4,NO,NO,Review,Distant ATM activity
TXN003194,ATM1009,2025-07-28 00:00:00,22:35,10000,3,ATM1014,20.4,NO,NO,Normal,None
TXN003195,ATM1010,2025-06-24 00:00:00,23:18,1000,4,None,0,NO,NO,Normal,None
TXN003196,ATM1022,2025-02-16 00:00:00,20:58,10000,1,ATM1021,53.3,NO,NO,Review,Distant ATM activity
TXN003197,ATM1047,2025-06-24 00:00:00,10:11,500,4,None,0,NO,NO,Normal,None
TXN003198,ATM1024,2025-01-09 00:00:00,06:23,3000,4,None,0,NO,NO,Normal,None
TXN003199,ATM1023,2025-01-01 00:00:00,15:41,500,3,None,0,NO,NO,Normal,None
TXN003200,ATM1033,2025-06-14 00:00:00,01:37,2000,2,None,0,YES,NO,Review,Night-time transaction
TXN003201,ATM1036,2025-07-11 00:00:00,03:36,1000,4,None,0,YES,NO,Review,Night-time transaction
TXN003202,ATM1014,2025-06-16 00:00:00,03:23,5000,1,None,0,YES,NO,Review,Night-time transaction
TXN003203,ATM1019,2025-08-30 00:00:00,01:42,1000,4,None,0,YES,NO,Review,Night-time transaction
TXN003204,ATM1012,2025-10-02 00:00:00,06:06,3000,3,None,0,NO,NO,Normal,None
TXN003205,ATM1022,2025-11-22 00:00:00,16:02,2000,6,None,0,NO,NO,Review,Multiple withdrawals in 10 minutes
TXN003206,ATM1034,2025-09-15 00:00:00,08:31,1000,1,None,0,NO,NO,Normal,None
TXN003207,ATM1015,2025-06-28 00:00:00,04:22,3000,2,None,0,YES,NO,Review,Night-time transaction
TXN003208,ATM1029,2025-07-21 00:00:00,22:46,3000,2,ATM1015,17.1,NO,NO,Normal,None
TXN003209,ATM1013,2025-06-04 00:00:00,06:55,1000,2,ATM1027,9.2,NO,NO,Normal,None
TXN003210,ATM1030,2025-02-05 00:00:00,00:48,5000,2,None,0,NO,NO,Normal,None
TXN003211,ATM1050,2025-08-09 00:00:00,10:20,2000,2,None,0,NO,NO,Normal,None
TXN003212,ATM1014,2025-09-28 00:00:00,22:48,500,3,None,0,NO,NO,Normal,None
TXN003213,ATM1004,2025-06-26 00:00:00,12:42,5000,2,None,0,NO,NO,Normal,None
TXN003214,ATM1020,2025-06-13 00:00:00,11:31,2000,3,None,0,NO,NO,Normal,None
TXN003215,ATM1049,2025-02-13 00:00:00,00:14,5000,2,None,0,NO,NO,Normal,None
TXN003216,ATM1010,2025-05-03 00:00:00,04:39,5000,3,None,0,YES,NO,Review,Night-time transaction
TXN003217,ATM1022,2025-12-13 00:00:00,22:52,2000,5,None,0,NO,NO,Normal,None
TXN003218,ATM1020,2025-07-24 00:00:00,12:14,2000,4,None,0,NO,NO,Normal,None
TXN003219,ATM1041,2025-06-03 00:00:00,22:29,2000,2,None,0,NO,NO,Normal,None
TXN003220,ATM1050,2025-10-28 00:00:00,03:25,3000,2,None,0,YES,NO,Review,Night-time transaction
TXN003221,ATM1039,2025-07-26 00:00:00,23:32,2000,3,None,0,NO,NO,Normal,None
TXN003222,ATM1049,2025-03-19 00:00:00,15:15,2000,4,None,0,NO,NO,Normal,None
TXN003223,ATM1003,2025-12-01 00:00:00,14:47,10000,2,None,0,NO,NO,Normal,None
TXN003224,ATM1007,2025-08-06 00:00:00,20:24,500,2,None,0,NO,NO,Normal,None
TXN003225,ATM1043,2025-11-19 00:00:00,08:04,5000,3,None,0,NO,NO,Normal,None
TXN003226,ATM1018,2025-04-22 00:00:00,08:07,3000,5,None,0,NO,NO,Normal,None
TXN003227,ATM1020,2025-08-18 00:00:00,21:02,10000,3,None,0,NO,NO,Normal,None
TXN003228,ATM1024,2025-03-09 00:00:00,02:17,2000,2,None,0,YES,NO,Review,Night-time transaction
TXN003229,ATM1026,2025-05-21 00:00:00,12:33,5000,2,None,0,NO,NO,Normal,None
TXN003230,ATM1009,2025-08-19 00:00:00,21:59,2000,1,None,0,NO,NO,Normal,None
TXN003231,ATM1009,2025-10-10 00:00:00,07:52,2000,1,None,0,NO,NO,Normal,None
TXN003232,ATM1027,2025-11-30 00:00:00,12:31,10000,6,None,0,NO,NO,Review,Multiple withdrawals in 10 minutes
TXN003233,ATM1021,2025-12-20 00:00:00,19:32,3000,3,None,0,NO,NO,Normal,None
TXN003234,ATM1024,2025-08-30 00:00:00,15:09,2000,2,None,0,NO,NO,Normal,None
TXN003235,ATM1013,2025-02-10 00:00:00,15:25,500,3,None,0,NO,NO,Normal,None
TXN003236,ATM1002,2025-11-07 00:00:00,05:47,1000,3,ATM1024,4.7,NO,NO,Normal,None
TXN003237,ATM1050,2025-09-14 00:00:00,18:28,2000,4,ATM1020,7.7,NO,NO,Normal,None
TXN003238,ATM1037,2025-04-03 00:00:00,11:52,500,1,None,0,NO,NO,Normal,None
TXN003239,ATM1015,2025-05-30 00:00:00,05:57,10000,2,None,0,NO,NO,Normal,None
TXN003240,ATM1025,2025-07-22 00:00:00,05:50,3000,2,None,0,NO,NO,Normal,None
TXN003241,ATM1044,2025-11-08 00:00:00,13:46,10000,4,None,0,NO,NO,Normal,None
TXN003242,ATM1015,2025-10-13 00:00:00,20:10,5000,7,None,0,NO,NO,Review,Multiple withdrawals in 10 minutes
TXN003243,ATM1046,2025-10-03 00:00:00,19:16,2000,2,None,0,NO,NO,Normal,None
TXN003244,ATM1006,2025-03-28 00:00:00,04:12,10000,1,None,0,YES,NO,Review,Night-time transaction
TXN003245,ATM1018,2025-10-24 00:00:00,23:40,2000,4,None,0,NO,NO,Normal,None
TXN003246,ATM1048,2025-09-16 00:00:00,04:40,500,3,None,0,YES,NO,Review,Night-time transaction
TXN003247,ATM1016,2025-03-30 00:00:00,14:15,500,5,None,0,NO,NO,Normal,None
TXN003248,ATM1021,2025-04-27 00:00:00,16:10,500,3,None,0,NO,NO,Normal,None
TXN003249,ATM1022,2025-09-21 00:00:00,18:41,3000,3,None,0,NO,NO,Normal,None
TXN003250,ATM1029,2025-06-06 00:00:00,11:14,500,4,None,0,NO,NO,Normal,None
TXN003251,ATM1022,2025-03-14 00:00:00,11:34,2000,1,ATM1023,48.3,NO,NO,Review,Distant ATM activity
TXN003252,ATM1034,2025-07-09 00:00:00,05:19,2000,2,None,0,NO,NO,Normal,None
TXN003253,ATM1018,2025-07-04 00:00:00,07:58,2000,2,None,0,NO,NO,Normal,None
TXN003254,ATM1030,2025-12-25 00:00:00,18:09,5000,2,None,0,NO,NO,Normal,None
TXN003255,ATM1034,2025-06-13 00:00:00,14:27,2000,3,None,0,NO,NO,Normal,None
TXN003256,ATM1044,2025-03-02 00:00:00,09:46,10000,4,None,0,NO,NO,Normal,None
TXN003257,ATM1022,2025-11-15 00:00:00,18:49,5000,2,None,0,NO,NO,Normal,None
TXN003258,ATM1026,2025-09-08 00:00:00,06:15,2000,4,None,0,NO,NO,Normal,None
TXN003259,ATM1030,2025-01-26 00:00:00,22:12,3000,1,ATM1023,14.1,NO,NO,Normal,None
TXN003260,ATM1044,2025-12-07 00:00:00,12:35,1000,1,ATM1023,36.2,NO,NO,Normal,None
TXN003261,ATM1038,2025-02-15 00:00:00,20:05,5000,2,None,0,NO,NO,Normal,None
TXN003262,ATM1017,2025-06-09 00:00:00,20:08,2000,3,None,0,NO,NO,Normal,None
TXN003263,ATM1013,2025-01-26 00:00:00,12:29,5000,1,None,0,NO,NO,Normal,None
TXN003264,ATM1003,2025-01-09 00:00:00,12:46,5000,5,ATM1036,44.2,NO,NO,Review,Distant ATM activity
TXN003265,ATM1026,2025-08-17 00:00:00,20:01,20000,2,None,0,NO,YES,Review,Large withdrawal
TXN003266,ATM1007,2025-05-17 00:00:00,11:33,2000,6,None,0,NO,NO,Review,Multiple withdrawals in 10 minutes
TXN003267,ATM1018,2025-08-23 00:00:00,00:24,3000,2,None,0,NO,NO,Normal,None
TXN003268,ATM1026,2025-02-14 00:00:00,08:06,10000,2,None,0,NO,NO,Normal,None
TXN003269,ATM1018,2025-09-03 00:00:00,04:51,5000,3,ATM1008,57.4,YES,NO,Review,Distant ATM activity
TXN003270,ATM1023,2025-08-25 00:00:00,07:25,1000,5,None,0,NO,NO,Normal,None
TXN003271,ATM1002,2025-06-01 00:00:00,17:14,3000,2,None,0,NO,NO,Normal,None
TXN003272,ATM1041,2025-04-12 00:00:00,04:50,5000,2,None,0,YES,NO,Review,Night-time transaction
TXN003273,ATM1031,2025-06-06 00:00:00,16:50,3000,1,None,0,NO,NO,Normal,None
TXN003274,ATM1030,2025-08-21 00:00:00,00:55,10000,4,None,0,NO,NO,Normal,None
TXN003275,ATM1029,2025-05-04 00:00:00,03:42,10000,2,None,0,YES,NO,Review,Night-time transaction
TXN003276,ATM1001,2025-03-11 00:00:00,04:26,5000,2,None,0,YES,NO,Review,Night-time transaction
TXN003277,ATM1028,2025-04-10 00:00:00,17:05,10000,3,None,0,NO,NO,Normal,None
TXN003278,ATM1018,2025-09-24 00:00:00,05:43,3000,2,None,0,NO,NO,Normal,None
TXN003279,ATM1044,2025-02-18 00:00:00,23:18,5000,2,None,0,NO,NO,Normal,None
TXN003280,ATM1040,2025-05-28 00:00:00,01:48,3000,2,None,0,YES,NO,Review,Night-time transaction
TXN003281,ATM1022,2025-12-20 00:00:00,19:08,3000,3,None,0,NO,NO,Normal,None
TXN003282,ATM1023,2025-10-23 00:00:00,10:29,1000,3,None,0,NO,NO,Normal,None
TXN003283,ATM1024,2025-07-13 00:00:00,18:42,500,1,None,0,NO,NO,Normal,None
TXN003284,ATM1018,2025-04-06 00:00:00,01:20,2000,1,None,0,YES,NO,Review,Night-time transaction
TXN003285,ATM1025,2025-06-20 00:00:00,01:20,2000,4,None,0,YES,NO,Review,Night-time transaction
TXN003286,ATM1024,2025-07-27 00:00:00,18:08,1000,4,None,0,NO,NO,Normal,None
TXN003287,ATM1026,2025-07-15 00:00:00,07:22,2000,4,None,0,NO,NO,Normal,None
TXN003288,ATM1003,2025-01-01 00:00:00,12:26,2000,3,None,0,NO,NO,Normal,None
TXN003289,ATM1022,2025-01-18 00:00:00,18:26,1000,2,ATM1020,13.1,NO,NO,Normal,None
TXN003290,ATM1003,2025-12-06 00:00:00,04:11,2000,2,None,0,YES,NO,Review,Night-time transaction
TXN003291,ATM1013,2025-11-04 00:00:00,13:24,2000,1,None,0,NO,NO,Normal,None
TXN003292,ATM1038,2025-10-24 00:00:00,21:12,2000,3,None,0,NO,NO,Normal,None
TXN003293,ATM1033,2025-09-27 00:00:00,13:31,3000,5,None,0,NO,NO,Normal,None
TXN003294,ATM1013,2025-05-04 00:00:00,17:21,2000,3,None,0,NO,NO,Normal,None
TXN003295,ATM1035,2025-06-23 00:00:00,01:25,10000,4,None,0,YES,NO,Review,Night-time transaction
TXN003296,ATM1043,2025-03-13 00:00:00,21:55,5000,2,None,0,NO,NO,Normal,None
TXN003297,ATM1004,2025-05-15 00:00:00,01:38,5000,3,None,0,YES,NO,Review,Night-time transaction
TXN003298,ATM1012,2025-08-30 00:00:00,08:14,5000,3,None,0,NO,NO,Normal,None
TXN003299,ATM1015,2025-01-23 00:00:00,12:27,5000,5,None,0,NO,NO,Normal,None
TXN003300,ATM1001,2025-12-14 00:00:00,14:29,3000,1,None,0,NO,NO,Normal,None
TXN003301,ATM1042,2025-04-12 00:00:00,18:52,10000,5,None,0,NO,NO,Normal,None
TXN003302,ATM1050,2025-07-18 00:00:00,06:22,10000,3,None,0,NO,NO,Normal,None
TXN003303,ATM1032,2025-08-27 00:00:00,02:40,10000,4,None,0,YES,NO,Review,Night-time transaction
TXN003304,ATM1003,2025-06-02 00:00:00,05:08,5000,3,ATM1031,7.9,NO,NO,Normal,None
TXN003305,ATM1021,2025-04-23 00:00:00,01:10,5000,3,None,0,YES,NO,Review,Night-time transaction
TXN003306,ATM1032,2025-07-03 00:00:00,21:53,10000,3,None,0,NO,NO,Normal,None
TXN003307,ATM1012,2025-01-27 00:00:00,05:42,500,2,None,0,NO,NO,Normal,None
TXN003308,ATM1038,2025-09-05 00:00:00,01:18,1000,1,None,0,YES,NO,Review,Night-time transaction
TXN003309,ATM1036,2025-12-20 00:00:00,09:28,3000,1,None,0,NO,NO,Normal,None
TXN003310,ATM1027,2025-05-19 00:00:00,06:51,1000,2,ATM1004,43.8,NO,NO,Review,Distant ATM activity
TXN003311,ATM1025,2025-08-20 00:00:00,16:16,3000,3,None,0,NO,NO,Normal,None
TXN003312,ATM1049,2025-06-15 00:00:00,20:17,20000,2,None,0,NO,YES,Review,Large withdrawal
TXN003313,ATM1031,2025-12-26 00:00:00,11:39,3000,4,None,0,NO,NO,Normal,None
TXN003314,ATM1018,2025-04-18 00:00:00,19:03,5000,2,None,0,NO,NO,Normal,None
TXN003315,ATM1030,2025-10-28 00:00:00,18:29,5000,1,None,0,NO,NO,Normal,None
TXN003316,ATM1033,2025-11-04 00:00:00,12:54,1000,1,None,0,NO,NO,Normal,None
TXN003317,ATM1009,2025-08-14 00:00:00,23:23,20000,2,None,0,NO,YES,Review,Large withdrawal
TXN003318,ATM1045,2025-05-15 00:00:00,22:11,2000,2,None,0,NO,NO,Normal,None
TXN003319,ATM1011,2025-03-27 00:00:00,02:54,5000,2,None,0,YES,NO,Review,Night-time transaction
TXN003320,ATM1014,2025-01-16 00:00:00,05:04,1000,3,None,0,NO,NO,Normal,None
TXN003321,ATM1024,2025-11-03 00:00:00,01:33,1000,4,None,0,YES,NO,Review,Night-time transaction
TXN003322,ATM1016,2025-04-27 00:00:00,18:05,5000,2,None,0,NO,NO,Normal,None
TXN003323,ATM1009,2025-11-26 00:00:00,23:55,500,2,None,0,NO,NO,Normal,None
TXN003324,ATM1003,2025-09-26 00:00:00,00:09,1000,2,None,0,NO,NO,Normal,None
TXN003325,ATM1038,2025-12-28 00:00:00,12:47,2000,1,None,0,NO,NO,Normal,None
TXN003326,ATM1005,2025-05-28 00:00:00,22:51,10000,4,None,0,NO,NO,Normal,None
TXN003327,ATM1026,2025-08-10 00:00:00,16:29,2000,2,ATM1016,51.9,NO,NO,Review,Distant ATM activity
TXN003328,ATM1043,2025-11-14 00:00:00,22:21,5000,2,None,0,NO,NO,Normal,None
TXN003329,ATM1042,2025-04-24 00:00:00,00:10,3000,2,None,0,NO,NO,Normal,None
TXN003330,ATM1033,2025-10-01 00:00:00,13:16,10000,1,None,0,NO,NO,Normal,None
TXN003331,ATM1017,2025-11-21 00:00:00,20:47,5000,3,None,0,NO,NO,Normal,None
TXN003332,ATM1028,2025-05-15 00:00:00,13:27,2000,4,None,0,NO,NO,Normal,None
TXN003333,ATM1034,2025-11-05 00:00:00,16:37,500,4,None,0,NO,NO,Normal,None
TXN003334,ATM1012,2025-01-22 00:00:00,17:46,2000,2,None,0,NO,NO,Normal,None
TXN003335,ATM1049,2025-05-27 00:00:00,22:15,5000,1,None,0,NO,NO,Normal,None
TXN003336,ATM1003,2025-06-26 00:00:00,03:58,10000,1,None,0,YES,NO,Review,Night-time transaction
TXN003337,ATM1023,2025-01-08 00:00:00,03:20,3000,4,None,0,YES,NO,Review,Night-time transaction
TXN003338,ATM1034,2025-05-12 00:00:00,06:14,1000,6,None,0,NO,NO,Review,Multiple withdrawals in 10 minutes
TXN003339,ATM1008,2025-03-02 00:00:00,07:04,3000,3,None,0,NO,NO,Normal,None
TXN003340,ATM1005,2025-01-17 00:00:00,23:09,10000,3,None,0,NO,NO,Normal,None
TXN003341,ATM1050,2025-08-10 00:00:00,20:30,20000,2,None,0,NO,YES,Review,Large withdrawal
TXN003342,ATM1032,2025-10-25 00:00:00,06:35,2000,2,None,0,NO,NO,Normal,None
TXN003343,ATM1036,2025-12-13 00:00:00,16:29,3000,2,None,0,NO,NO,Normal,None
TXN003344,ATM1036,2025-09-10 00:00:00,13:53,5000,6,None,0,NO,NO,Review,Multiple withdrawals in 10 minutes
TXN003345,ATM1031,2025-01-20 00:00:00,07:30,3000,4,None,0,NO,NO,Normal,None
TXN003346,ATM1025,2025-11-20 00:00:00,04:17,2000,1,None,0,YES,NO,Review,Night-time transaction
TXN003347,ATM1038,2025-02-04 00:00:00,11:12,2000,2,None,0,NO,NO,Normal,None
TXN003348,ATM1001,2025-04-18 00:00:00,07:51,2000,3,None,0,NO,NO,Normal,None
TXN003349,ATM1048,2025-09-15 00:00:00,15:08,10000,4,None,0,NO,NO,Normal,None
TXN003350,ATM1003,2025-11-30 00:00:00,11:11,10000,3,None,0,NO,NO,Normal,None
TXN003351,ATM1016,2025-12-02 00:00:00,06:12,3000,5,None,0,NO,NO,Normal,None
TXN003352,ATM1004,2025-03-19 00:00:00,19:06,500,2,None,0,NO,NO,Normal,None
TXN003353,ATM1006,2025-06-14 00:00:00,05:29,3000,1,None,0,NO,NO,Normal,None
TXN003354,ATM1001,2025-09-23 00:00:00,10:07,5000,4,ATM1004,52.8,NO,NO,Review,Distant ATM activity
TXN003355,ATM1002,2025-11-12 00:00:00,20:24,3000,2,None,0,NO,NO,Normal,None
TXN003356,ATM1001,2025-11-06 00:00:00,00:36,1000,2,None,0,NO,NO,Normal,None
TXN003357,ATM1015,2025-10-22 00:00:00,23:27,10000,2,None,0,NO,NO,Normal,None
TXN003358,ATM1027,2025-04-16 00:00:00,12:49,5000,5,None,0,NO,NO,Normal,None
TXN003359,ATM1013,2025-05-01 00:00:00,06:22,5000,3,None,0,NO,NO,Normal,None
TXN003360,ATM1021,2025-09-11 00:00:00,09:08,2000,3,ATM1048,57.5,NO,NO,Review,Distant ATM activity
TXN003361,ATM1028,2025-01-08 00:00:00,09:48,3000,2,None,0,NO,NO,Normal,None
TXN003362,ATM1029,2025-10-18 00:00:00,11:16,3000,4,None,0,NO,NO,Normal,None
TXN003363,ATM1043,2025-06-20 00:00:00,01:34,5000,4,None,0,YES,NO,Review,Night-time transaction
TXN003364,ATM1013,2025-12-01 00:00:00,08:41,20000,1,None,0,NO,YES,Review,Large withdrawal
TXN003365,ATM1012,2025-03-08 00:00:00,08:21,1000,4,None,0,NO,NO,Normal,None
TXN003366,ATM1048,2025-04-14 00:00:00,03:49,1000,4,None,0,YES,NO,Review,Night-time transaction
TXN003367,ATM1002,2025-09-24 00:00:00,03:05,3000,3,ATM1009,25.4,YES,NO,Review,Night-time transaction
TXN003368,ATM1001,2025-10-17 00:00:00,05:23,3000,3,None,0,NO,NO,Normal,None
TXN003369,ATM1020,2025-03-29 00:00:00,08:43,3000,2,None,0,NO,NO,Normal,None
TXN003370,ATM1041,2025-09-13 00:00:00,12:58,5000,1,None,0,NO,NO,Normal,None
TXN003371,ATM1042,2025-03-31 00:00:00,01:17,1000,1,None,0,YES,NO,Review,Night-time transaction
TXN003372,ATM1005,2025-07-06 00:00:00,00:39,3000,3,None,0,NO,NO,Normal,None
TXN003373,ATM1031,2025-04-30 00:00:00,17:36,5000,3,None,0,NO,NO,Normal,None
TXN003374,ATM1037,2025-01-28 00:00:00,04:52,10000,4,None,0,YES,NO,Review,Night-time transaction
TXN003375,ATM1040,2025-07-29 00:00:00,00:31,1000,3,None,0,NO,NO,Normal,None
TXN003376,ATM1001,2025-08-08 00:00:00,05:02,10000,6,None,0,NO,NO,Review,Multiple withdrawals in 10 minutes
TXN003377,ATM1040,2025-08-03 00:00:00,05:15,2000,2,None,0,NO,NO,Normal,None
TXN003378,ATM1021,2025-04-14 00:00:00,00:15,5000,5,ATM1045,56.9,NO,NO,Review,Distant ATM activity
TXN003379,ATM1001,2025-12-24 00:00:00,17:17,3000,2,None,0,NO,NO,Normal,None
TXN003380,ATM1038,2025-11-11 00:00:00,22:00,500,2,None,0,NO,NO,Normal,None
TXN003381,ATM1042,2025-12-22 00:00:00,13:24,5000,4,None,0,NO,NO,Normal,None
TXN003382,ATM1048,2025-03-14 00:00:00,13:36,5000,3,ATM1039,39,NO,NO,Normal,None
TXN003383,ATM1023,2025-09-08 00:00:00,06:19,1000,3,None,0,NO,NO,Normal,None
TXN003384,ATM1031,2025-08-31 00:00:00,03:54,5000,4,None,0,YES,NO,Review,Night-time transaction
TXN003385,ATM1003,2025-02-05 00:00:00,15:39,2000,1,None,0,NO,NO,Normal,None
TXN003386,ATM1011,2025-09-07 00:00:00,18:24,5000,4,None,0,NO,NO,Normal,None
TXN003387,ATM1043,2025-03-18 00:00:00,05:42,1000,2,None,0,NO,NO,Normal,None
TXN003388,ATM1012,2025-07-26 00:00:00,01:08,3000,3,None,0,YES,NO,Review,Night-time transaction
TXN003389,ATM1045,2025-10-17 00:00:00,16:27,1000,3,None,0,NO,NO,Normal,None
TXN003390,ATM1038,2025-07-26 00:00:00,01:44,2000,4,None,0,YES,NO,Review,Night-time transaction
TXN003391,ATM1027,2025-08-21 00:00:00,01:06,3000,2,ATM1004,36.1,YES,NO,Review,Night-time transaction
TXN003392,ATM1013,2025-05-19 00:00:00,03:02,5000,4,None,0,YES,NO,Review,Night-time transaction
TXN003393,ATM1018,2025-09-20 00:00:00,20:56,1000,5,None,0,NO,NO,Normal,None
TXN003394,ATM1041,2025-05-12 00:00:00,03:54,5000,2,None,0,YES,NO,Review,Night-time transaction
TXN003395,ATM1008,2025-10-29 00:00:00,11:59,3000,3,None,0,NO,NO,Normal,None
TXN003396,ATM1032,2025-10-15 00:00:00,00:43,1000,2,None,0,NO,NO,Normal,None
TXN003397,ATM1012,2025-02-27 00:00:00,14:14,5000,3,None,0,NO,NO,Normal,None
TXN003398,ATM1030,2025-03-02 00:00:00,13:37,3000,2,None,0,NO,NO,Normal,None
TXN003399,ATM1023,2025-03-15 00:00:00,06:50,3000,1,None,0,NO,NO,Normal,None
TXN003400,ATM1027,2025-05-10 00:00:00,16:17,1000,3,None,0,NO,NO,Normal,None
TXN003401,ATM1026,2025-02-09 00:00:00,17:52,5000,1,None,0,NO,NO,Normal,None
TXN003402,ATM1002,2025-02-08 00:00:00,22:09,2000,4,None,0,NO,NO,Normal,None
TXN003403,ATM1024,2025-01-26 00:00:00,07:00,2000,5,None,0,NO,NO,Normal,None
TXN003404,ATM1044,2025-08-25 00:00:00,09:26,5000,1,None,0,NO,NO,Normal,None
TXN003405,ATM1007,2025-08-01 00:00:00,04:30,20000,4,None,0,YES,YES,Review,Night-time transaction
TXN003406,ATM1040,2025-09-05 00:00:00,22:38,3000,3,None,0,NO,NO,Normal,None
TXN003407,ATM1015,2025-10-19 00:00:00,19:42,2000,2,None,0,NO,NO,Normal,None
TXN003408,ATM1031,2025-05-22 00:00:00,08:25,2000,4,None,0,NO,NO,Normal,None
TXN003409,ATM1026,2025-10-04 00:00:00,15:36,2000,3,None,0,NO,NO,Normal,None
TXN003410,ATM1006,2025-08-01 00:00:00,07:04,10000,2,None,0,NO,NO,Normal,None
TXN003411,ATM1047,2025-01-29 00:00:00,00:30,5000,2,None,0,NO,NO,Normal,None
TXN003412,ATM1011,2025-01-13 00:00:00,00:54,1000,2,None,0,NO,NO,Normal,None
TXN003413,ATM1050,2025-06-20 00:00:00,11:32,5000,3,ATM1045,18,NO,NO,Normal,None
TXN003414,ATM1038,2025-01-05 00:00:00,18:50,5000,2,None,0,NO,NO,Normal,None
TXN003415,ATM1012,2025-07-26 00:00:00,03:00,5000,3,None,0,YES,NO,Review,Night-time transaction
TXN003416,ATM1016,2025-04-15 00:00:00,11:32,3000,5,None,0,NO,NO,Normal,None
TXN003417,ATM1003,2025-08-03 00:00:00,23:39,3000,1,None,0,NO,NO,Normal,None
TXN003418,ATM1035,2025-11-01 00:00:00,15:23,5000,3,None,0,NO,NO,Normal,None
TXN003419,ATM1047,2025-04-11 00:00:00,02:28,2000,1,None,0,YES,NO,Review,Night-time transaction
TXN003420,ATM1024,2025-04-29 00:00:00,19:21,3000,4,None,0,NO,NO,Normal,None
TXN003421,ATM1026,2025-12-04 00:00:00,09:08,10000,5,None,0,NO,NO,Normal,None
TXN003422,ATM1039,2025-01-24 00:00:00,22:05,500,3,None,0,NO,NO,Normal,None
