Transaction_ID,ATM_ID,Transaction_Date,Transaction_Time,Transaction_Type,Withdrawal_Amount,Card_Type,Response_Time_sec,Transaction_Status,Failure_Reason
TXN000907,ATM1009,2025-08-08 00:00:00,19:35,Cash Withdrawal,5000,Debit,5.6,Success,None
TXN000908,ATM1029,2025-06-21 00:00:00,22:37,Cash Withdrawal,2000,Debit,3.2,Success,None
TXN000909,ATM1013,2025-08-12 00:00:00,07:04,Cash Withdrawal,1000,Debit,4.9,Success,None
TXN000910,ATM1035,2025-02-28 00:00:00,06:38,Cash Withdrawal,10000,Debit,4.8,Success,None
TXN000911,ATM1032,2025-03-14 00:00:00,00:03,Cash Withdrawal,500,Debit,4.8,Success,None
TXN000912,ATM1027,2025-12-30 00:00:00,16:58,Cash Withdrawal,500,Credit,3.8,Success,None
TXN000913,ATM1011,2025-09-26 00:00:00,04:09,Cash Withdrawal,2000,Debit,3.5,Success,None
TXN000914,ATM1010,2025-06-17 00:00:00,11:26,Cash Withdrawal,3000,Debit,1.8,Success,None
TXN000915,ATM1003,2025-04-24 00:00:00,05:03,Cash Withdrawal,10000,Debit,4.6,Success,None
TXN000916,ATM1024,2025-10-11 00:00:00,03:14,Cash Withdrawal,5000,Debit,7.3,Success,None
TXN000917,ATM1030,2025-08-20 00:00:00,11:01,Cash Withdrawal,2000,Debit,4.4,Success,None
TXN000918,ATM1022,2025-05-03 00:00:00,00:14,Cash Withdrawal,2000,Credit,2,Success,None
TXN000919,ATM1049,2025-12-01 00:00:00,12:38,Cash Withdrawal,2000,Debit,8.9,Success,None
TXN000920,ATM1034,2025-05-23 00:00:00,19:39,Cash Withdrawal,5000,Debit,2.4,Success,None
TXN000921,ATM1043,2025-08-07 00:00:00,08:39,Cash Withdrawal,3000,Debit,5.8,Success,None
TXN000922,ATM1047,2025-08-22 00:00:00,22:48,Cash Withdrawal,5000,Debit,4.3,Success,None
TXN000923,ATM1021,2025-06-21 00:00:00,04:54,Cash Withdrawal,3000,Debit,4.7,Success,None
TXN000924,ATM1044,2025-04-20 00:00:00,07:17,Cash Withdrawal,5000,Debit,2.3,Success,None
TXN000925,ATM1038,2025-07-14 00:00:00,11:31,Cash Withdrawal,2000,Debit,8.8,Success,None
TXN000926,ATM1002,2025-06-19 00:00:00,04:35,Cash Withdrawal,500,Debit,3.2,Success,None
TXN000927,ATM1039,2025-07-06 00:00:00,18:56,Cash Withdrawal,5000,Debit,5.3,Success,None
TXN000928,ATM1046,2025-01-06 00:00:00,15:16,Cash Withdrawal,2000,Debit,2.6,Success,None
TXN000929,ATM1016,2025-02-01 00:00:00,15:10,Cash Withdrawal,5000,Debit,4.2,Success,None
TXN000930,ATM1028,2025-10-30 00:00:00,01:08,Cash Withdrawal,500,Debit,4.1,Success,None
TXN000931,ATM1030,2025-05-06 00:00:00,04:35,Cash Withdrawal,1000,Debit,6.3,Success,None
TXN000932,ATM1048,2025-09-26 00:00:00,03:31,Cash Withdrawal,10000,Debit,7.8,Success,None
TXN000933,ATM1037,2025-01-06 00:00:00,22:01,Cash Withdrawal,1000,Debit,12.7,Success,None
TXN000934,ATM1032,2025-05-02 00:00:00,18:16,Cash Withdrawal,3000,Debit,3.7,Success,None
TXN000935,ATM1001,2025-07-30 00:00:00,05:26,Cash Withdrawal,5000,Debit,2.5,Success,None
TXN000936,ATM1010,2025-07-18 00:00:00,00:30,Cash Withdrawal,2000,Debit,4.9,Success,None
TXN000937,ATM1025,2025-06-11 00:00:00,16:34,Cash Withdrawal,500,Debit,6.3,Success,None
TXN000938,ATM1008,2025-08-12 00:00:00,13:19,Cash Withdrawal,5000,Debit,7.8,Success,None
TXN000939,ATM1049,2025-07-07 00:00:00,10:54,Cash Withdrawal,2000,Debit,3.6,Success,None
TXN000940,ATM1013,2025-03-29 00:00:00,04:22,Cash Withdrawal,3000,Debit,1.8,Success,None
TXN000941,ATM1010,2025-09-25 00:00:00,04:49,Cash Withdrawal,1000,Debit,4.9,Success,None
TXN000942,ATM1024,2025-12-26 00:00:00,15:32,Cash Withdrawal,3000,Credit,6.9,Success,None
TXN000943,ATM1044,2025-09-18 00:00:00,19:34,Cash Withdrawal,3000,Debit,4.6,Success,None
TXN000944,ATM1006,2025-11-07 00:00:00,18:06,Cash Withdrawal,10000,Debit,2.1,Success,None
TXN000945,ATM1031,2025-05-15 00:00:00,02:27,Cash Withdrawal,1000,Debit,3.3,Success,None
TXN000946,ATM1032,2025-03-12 00:00:00,21:13,Cash Withdrawal,5000,Debit,6.4,Success,None
TXN000947,ATM1026,2025-09-06 00:00:00,23:49,Cash Withdrawal,2000,Debit,4.6,Success,None
TXN000948,ATM1031,2025-09-10 00:00:00,05:25,Cash Withdrawal,2000,Credit,6.1,Success,None
TXN000949,ATM1032,2025-05-31 00:00:00,18:19,Cash Withdrawal,1000,Credit,6.7,Success,None
TXN000950,ATM1022,2025-12-14 00:00:00,14:30,Cash Withdrawal,5000,Debit,2.4,Success,None
TXN000951,ATM1023,2025-04-04 00:00:00,10:22,Cash Withdrawal,5000,Debit,3,Success,None
TXN000952,ATM1039,2025-06-09 00:00:00,08:07,Cash Withdrawal,5000,Debit,5.6,Success,None
TXN000953,ATM1024,2025-05-14 00:00:00,13:56,Cash Withdrawal,500,Debit,3.8,Success,None
TXN000954,ATM1005,2025-11-24 00:00:00,17:48,Cash Withdrawal,5000,Debit,5.4,Success,None
TXN000955,ATM1020,2025-05-02 00:00:00,07:28,Cash Withdrawal,2000,Debit,3.6,Success,None
TXN000956,ATM1040,2025-01-18 00:00:00,06:44,Cash Withdrawal,1000,Debit,4.2,Failed,Insufficient Cash
TXN000957,ATM1016,2025-02-02 00:00:00,01:42,Cash Withdrawal,3000,Debit,4.8,Success,None
TXN000958,ATM1004,2025-07-24 00:00:00,00:51,Cash Withdrawal,1000,Debit,5.7,Success,None
TXN000959,ATM1010,2025-04-05 00:00:00,11:40,Cash Withdrawal,10000,Debit,7.4,Success,None
TXN000960,ATM1034,2025-06-16 00:00:00,16:45,Cash Withdrawal,3000,Debit,4.4,Success,None
TXN000961,ATM1042,2025-09-10 00:00:00,20:26,Cash Withdrawal,5000,Debit,6.3,Success,None
TXN000962,ATM1014,2025-02-19 00:00:00,03:01,Cash Withdrawal,1000,Debit,10.2,Success,None
TXN000963,ATM1015,2025-02-14 00:00:00,04:30,Cash Withdrawal,1000,Debit,2.9,Success,None
TXN000964,ATM1019,2025-10-12 00:00:00,19:51,Cash Withdrawal,2000,Debit,3.9,Success,None
TXN000965,ATM1013,2025-01-13 00:00:00,14:32,Cash Withdrawal,10000,Debit,5.9,Success,None
TXN000966,ATM1045,2025-12-13 00:00:00,14:45,Cash Withdrawal,1000,Debit,11.1,Success,None
TXN000967,ATM1023,2025-11-13 00:00:00,05:07,Cash Withdrawal,5000,Debit,2.8,Success,None
TXN000968,ATM1045,2025-06-14 00:00:00,00:53,Cash Withdrawal,20000,Debit,4.8,Success,None
TXN000969,ATM1044,2025-10-03 00:00:00,06:00,Cash Withdrawal,3000,Debit,2.5,Success,None
TXN000970,ATM1038,2025-04-20 00:00:00,16:03,Cash Withdrawal,2000,Debit,3.2,Success,None
TXN000971,ATM1014,2025-01-25 00:00:00,03:20,Cash Withdrawal,3000,Debit,5.2,Success,None
TXN000972,ATM1040,2025-08-10 00:00:00,21:25,Cash Withdrawal,5000,Debit,3.1,Failed,Network Error
TXN000973,ATM1003,2025-12-28 00:00:00,02:19,Cash Withdrawal,10000,Debit,4.5,Success,None
TXN000974,ATM1022,2025-04-18 00:00:00,11:48,Cash Withdrawal,1000,Debit,2.2,Success,None
TXN000975,ATM1021,2025-07-28 00:00:00,02:47,Cash Withdrawal,500,Debit,1.8,Success,None
TXN000976,ATM1045,2025-05-14 00:00:00,03:36,Cash Withdrawal,5000,Debit,3.8,Success,None
TXN000977,ATM1029,2025-11-17 00:00:00,07:07,Cash Withdrawal,2000,Debit,6.2,Success,None
TXN000978,ATM1031,2025-06-22 00:00:00,03:33,Cash Withdrawal,1000,Debit,1.6,Success,None
TXN000979,ATM1013,2025-06-21 00:00:00,14:53,Cash Withdrawal,3000,Debit,7.2,Success,None
TXN000980,ATM1022,2025-10-20 00:00:00,08:11,Cash Withdrawal,2000,Debit,2,Success,None
TXN000981,ATM1018,2025-04-22 00:00:00,04:22,Cash Withdrawal,3000,Debit,3.7,Failed,Network Error
TXN000982,ATM1022,2025-07-30 00:00:00,15:45,Cash Withdrawal,2000,Debit,2.3,Success,None
TXN000983,ATM1024,2025-04-26 00:00:00,02:55,Cash Withdrawal,5000,Debit,1.8,Success,None
TXN000984,ATM1035,2025-08-23 00:00:00,07:47,Cash Withdrawal,3000,Debit,5,Success,None
TXN000985,ATM1034,2025-08-02 00:00:00,23:35,Cash Withdrawal,1000,Debit,3.9,Success,None
TXN000986,ATM1003,2025-01-08 00:00:00,09:33,Cash Withdrawal,3000,Debit,4.1,Success,None
TXN000987,ATM1042,2025-02-03 00:00:00,03:38,Cash Withdrawal,1000,Debit,5.5,Success,None
TXN000988,ATM1005,2025-01-16 00:00:00,11:15,Cash Withdrawal,3000,Debit,2.6,Success,None
TXN000989,ATM1007,2025-11-14 00:00:00,18:14,Cash Withdrawal,5000,Debit,8,Failed,Bank Declined
TXN000990,ATM1030,2025-11-29 00:00:00,10:27,Cash Withdrawal,5000,Debit,4.1,Success,None
TXN000991,ATM1019,2025-02-14 00:00:00,22:32,Cash Withdrawal,1000,Debit,3.8,Success,None
TXN000992,ATM1021,2025-03-04 00:00:00,02:07,Cash Withdrawal,3000,Debit,3.6,Success,None
TXN000993,ATM1009,2025-05-07 00:00:00,12:41,Cash Withdrawal,1000,Credit,6.2,Success,None
TXN000994,ATM1006,2025-07-19 00:00:00,08:10,Cash Withdrawal,10000,Debit,3.1,Success,None
TXN000995,ATM1047,2025-11-05 00:00:00,09:05,Cash Withdrawal,10000,Debit,4.6,Success,None
TXN000996,ATM1002,2025-04-29 00:00:00,04:50,Cash Withdrawal,20000,Debit,5,Success,None
TXN000997,ATM1021,2025-10-03 00:00:00,12:08,Cash Withdrawal,20000,Debit,3.5,Success,None
TXN000998,ATM1003,2025-08-21 00:00:00,23:09,Cash Withdrawal,2000,Debit,6.7,Success,None
TXN000999,ATM1041,2025-09-08 00:00:00,03:29,Cash Withdrawal,5000,Credit,5,Success,None
TXN001000,ATM1003,2025-11-22 00:00:00,18:48,Cash Withdrawal,2000,Debit,5.4,Success,None
TXN001001,ATM1013,2025-03-26 00:00:00,03:45,Cash Withdrawal,5000,Debit,5.2,Success,None
TXN001002,ATM1016,2025-06-18 00:00:00,20:36,Cash Withdrawal,1000,Credit,8.2,Success,None
TXN001003,ATM1020,2025-09-26 00:00:00,09:33,Cash Withdrawal,5000,Debit,5.4,Success,None
TXN001004,ATM1037,2025-12-11 00:00:00,03:01,Cash Withdrawal,500,Debit,8.6,Success,None
TXN001005,ATM1011,2025-04-02 00:00:00,20:35,Cash Withdrawal,10000,Debit,12.7,Success,None
TXN001006,ATM1008,2025-04-15 00:00:00,00:12,Cash Withdrawal,3000,Credit,2.6,Success,None
TXN001007,ATM1027,2025-03-20 00:00:00,12:10,Cash Withdrawal,2000,Debit,4.2,Success,None
TXN001008,ATM1022,2025-09-17 00:00:00,21:54,Cash Withdrawal,5000,Debit,3.4,Success,None
TXN001009,ATM1013,2025-03-15 00:00:00,12:53,Cash Withdrawal,2000,Debit,6.9,Success,None
TXN001010,ATM1007,2025-03-15 00:00:00,16:56,Cash Withdrawal,2000,Debit,2.3,Success,None
TXN001011,ATM1044,2025-10-22 00:00:00,00:02,Cash Withdrawal,2000,Debit,3.4,Success,None
TXN001012,ATM1043,2025-11-10 00:00:00,19:41,Cash Withdrawal,5000,Debit,7.4,Success,None
TXN001013,ATM1003,2025-09-27 00:00:00,20:44,Cash Withdrawal,10000,Debit,4.1,Success,None
TXN001014,ATM1038,2025-10-09 00:00:00,23:41,Cash Withdrawal,5000,Debit,3.2,Success,None
TXN001015,ATM1018,2025-08-15 00:00:00,11:03,Cash Withdrawal,5000,Debit,5.3,Success,None
TXN001016,ATM1005,2025-01-05 00:00:00,16:13,Cash Withdrawal,5000,Debit,3.8,Success,None
TXN001017,ATM1040,2025-02-01 00:00:00,04:27,Cash Withdrawal,500,Debit,4,Success,None
TXN001018,ATM1033,2025-04-10 00:00:00,14:38,Cash Withdrawal,10000,Debit,8.9,Success,None
TXN001019,ATM1029,2025-04-27 00:00:00,19:01,Cash Withdrawal,5000,Debit,3.8,Success,None
TXN001020,ATM1037,2025-12-14 00:00:00,03:16,Cash Withdrawal,2000,Debit,4.1,Success,None
TXN001021,ATM1003,2025-06-15 00:00:00,11:28,Cash Withdrawal,5000,Debit,4,Success,None
TXN001022,ATM1029,2025-06-15 00:00:00,19:23,Cash Withdrawal,5000,Debit,6.9,Success,None
TXN001023,ATM1047,2025-08-31 00:00:00,04:03,Cash Withdrawal,3000,Debit,7.3,Failed,Bank Declined
TXN001024,ATM1027,2025-06-15 00:00:00,00:40,Cash Withdrawal,2000,Debit,6.2,Success,None
TXN001025,ATM1038,2025-02-27 00:00:00,06:43,Cash Withdrawal,2000,Debit,4.5,Success,None
TXN001026,ATM1030,2025-09-29 00:00:00,00:23,Cash Withdrawal,2000,Debit,7.3,Success,None
TXN001027,ATM1045,2025-05-14 00:00:00,17:26,Cash Withdrawal,10000,Debit,5.8,Success,None
TXN001028,ATM1049,2025-04-14 00:00:00,19:35,Cash Withdrawal,5000,Debit,5.3,Success,None
TXN001029,ATM1009,2025-01-15 00:00:00,08:15,Cash Withdrawal,2000,Debit,5.9,Success,None
TXN001030,ATM1037,2025-12-14 00:00:00,21:29,Cash Withdrawal,10000,Credit,3.1,Success,None
TXN001031,ATM1043,2025-10-10 00:00:00,06:58,Cash Withdrawal,5000,Debit,8,Success,None
TXN001032,ATM1025,2025-06-30 00:00:00,00:30,Cash Withdrawal,3000,Debit,3.8,Success,None
TXN001033,ATM1020,2025-12-03 00:00:00,19:30,Cash Withdrawal,1000,Debit,4.9,Success,None
TXN001034,ATM1014,2025-10-23 00:00:00,09:22,Cash Withdrawal,2000,Debit,3.1,Success,None
TXN001035,ATM1031,2025-05-08 00:00:00,09:29,Cash Withdrawal,10000,Debit,3.7,Success,None
TXN001036,ATM1020,2025-04-05 00:00:00,21:49,Cash Withdrawal,2000,Debit,3.9,Success,None
TXN001037,ATM1023,2025-10-20 00:00:00,19:31,Cash Withdrawal,3000,Debit,3,Success,None
TXN001038,ATM1015,2025-07-31 00:00:00,02:35,Cash Withdrawal,10000,Debit,2.3,Success,None
TXN001039,ATM1040,2025-02-16 00:00:00,19:21,Cash Withdrawal,10000,Credit,8,Success,None
TXN001040,ATM1014,2025-09-06 00:00:00,23:45,Cash Withdrawal,2000,Debit,5.4,Success,None
TXN001041,ATM1044,2025-02-20 00:00:00,10:16,Cash Withdrawal,5000,Debit,2.5,Success,None
TXN001042,ATM1019,2025-04-04 00:00:00,00:33,Cash Withdrawal,3000,Debit,3.7,Success,None
TXN001043,ATM1014,2025-10-14 00:00:00,01:22,Cash Withdrawal,2000,Debit,4.8,Success,None
TXN001044,ATM1002,2025-05-01 00:00:00,13:57,Cash Withdrawal,5000,Debit,2.8,Success,None
TXN001045,ATM1028,2025-10-22 00:00:00,23:59,Cash Withdrawal,2000,Debit,3.6,Success,None
TXN001046,ATM1018,2025-11-16 00:00:00,09:33,Cash Withdrawal,500,Debit,3.1,Success,None
TXN001047,ATM1010,2025-03-22 00:00:00,19:56,Cash Withdrawal,5000,Debit,6.2,Success,None
TXN001048,ATM1013,2025-01-26 00:00:00,12:22,Cash Withdrawal,2000,Debit,3.5,Success,None
TXN001049,ATM1010,2025-07-16 00:00:00,23:54,Cash Withdrawal,2000,Debit,9.9,Success,None
TXN001050,ATM1050,2025-10-04 00:00:00,00:40,Cash Withdrawal,5000,Debit,3.6,Success,None
TXN001051,ATM1003,2025-04-06 00:00:00,18:59,Cash Withdrawal,20000,Debit,3.7,Success,None
TXN001052,ATM1050,2025-07-12 00:00:00,12:35,Cash Withdrawal,3000,Debit,3.8,Success,None
TXN001053,ATM1020,2025-07-06 00:00:00,13:24,Cash Withdrawal,10000,Debit,12.4,Success,None
TXN001054,ATM1037,2025-01-24 00:00:00,17:18,Cash Withdrawal,5000,Debit,3.4,Success,None
TXN001055,ATM1006,2025-11-11 00:00:00,16:48,Cash Withdrawal,2000,Debit,2.5,Success,None
TXN001056,ATM1025,2025-01-18 00:00:00,20:24,Cash Withdrawal,5000,Debit,6,Success,None
TXN001057,ATM1034,2025-07-03 00:00:00,04:31,Cash Withdrawal,2000,Debit,1.8,Success,None
TXN001058,ATM1001,2025-07-28 00:00:00,21:39,Cash Withdrawal,5000,Debit,2.1,Success,None
TXN001059,ATM1011,2025-05-28 00:00:00,00:33,Cash Withdrawal,10000,Debit,6.1,Success,None
TXN001060,ATM1025,2025-05-27 00:00:00,03:58,Cash Withdrawal,3000,Debit,6.4,Success,None
TXN001061,ATM1011,2025-06-14 00:00:00,23:35,Cash Withdrawal,3000,Debit,2.9,Success,None
TXN001062,ATM1017,2025-05-14 00:00:00,00:34,Cash Withdrawal,10000,Debit,6.3,Success,None
TXN001063,ATM1008,2025-06-13 00:00:00,20:02,Cash Withdrawal,5000,Debit,11.2,Success,None
TXN001064,ATM1045,2025-04-06 00:00:00,17:36,Cash Withdrawal,10000,Debit,7.5,Success,None
TXN001065,ATM1003,2025-04-07 00:00:00,12:11,Cash Withdrawal,3000,Debit,3.2,Success,None
TXN001066,ATM1039,2025-07-29 00:00:00,04:55,Cash Withdrawal,2000,Debit,5.1,Success,None
TXN001067,ATM1009,2025-12-08 00:00:00,14:55,Cash Withdrawal,5000,Debit,4.2,Success,None
TXN001068,ATM1041,2025-09-05 00:00:00,17:13,Cash Withdrawal,2000,Credit,3.3,Success,None
TXN001069,ATM1013,2025-10-13 00:00:00,19:09,Cash Withdrawal,5000,Debit,4.3,Success,None
TXN001070,ATM1004,2025-06-09 00:00:00,08:14,Cash Withdrawal,3000,Debit,7.8,Success,None
TXN001071,ATM1016,2025-06-24 00:00:00,05:37,Cash Withdrawal,500,Debit,4.6,Success,None
TXN001072,ATM1005,2025-12-07 00:00:00,12:03,Cash Withdrawal,3000,Debit,2.3,Success,None
TXN001073,ATM1050,2025-06-25 00:00:00,13:39,Cash Withdrawal,1000,Debit,2.7,Success,None
TXN001074,ATM1048,2025-05-23 00:00:00,04:29,Cash Withdrawal,2000,Credit,5.6,Success,None
TXN001075,ATM1021,2025-09-06 00:00:00,22:55,Cash Withdrawal,3000,Debit,5.6,Success,None
TXN001076,ATM1008,2025-12-20 00:00:00,21:42,Cash Withdrawal,20000,Debit,7.5,Success,None
TXN001077,ATM1035,2025-12-01 00:00:00,06:23,Cash Withdrawal,3000,Debit,2.8,Success,None
TXN001078,ATM1013,2025-03-09 00:00:00,03:02,Cash Withdrawal,2000,Debit,5.1,Success,None
TXN001079,ATM1022,2025-11-14 00:00:00,02:39,Cash Withdrawal,5000,Credit,3.6,Success,None
TXN001080,ATM1014,2025-09-24 00:00:00,23:07,Cash Withdrawal,3000,Debit,4.5,Success,None
TXN001081,ATM1040,2025-11-15 00:00:00,10:09,Cash Withdrawal,10000,Debit,3.4,Success,None
TXN001082,ATM1003,2025-03-12 00:00:00,19:52,Cash Withdrawal,3000,Debit,3.2,Success,None
TXN001083,ATM1025,2025-08-04 00:00:00,13:59,Cash Withdrawal,2000,Debit,9.6,Success,None
TXN001084,ATM1004,2025-12-09 00:00:00,18:09,Cash Withdrawal,2000,Debit,4.6,Success,None
TXN001085,ATM1025,2025-07-26 00:00:00,09:43,Cash Withdrawal,500,Debit,2.3,Success,None
TXN001086,ATM1042,2025-04-16 00:00:00,22:45,Cash Withdrawal,3000,Debit,4.2,Success,None
TXN001087,ATM1025,2025-03-21 00:00:00,21:20,Cash Withdrawal,5000,Debit,4.6,Success,None
TXN001088,ATM1015,2025-07-22 00:00:00,06:50,Cash Withdrawal,10000,Debit,1.9,Success,None
TXN001089,ATM1018,2025-12-15 00:00:00,14:01,Cash Withdrawal,3000,Debit,3.8,Success,None
TXN001090,ATM1014,2025-10-28 00:00:00,02:50,Cash Withdrawal,500,Debit,4.2,Success,None
TXN001091,ATM1025,2025-06-20 00:00:00,15:38,Cash Withdrawal,3000,Debit,2,Success,None
TXN001092,ATM1012,2025-04-18 00:00:00,15:16,Cash Withdrawal,3000,Debit,10.4,Success,None
TXN001093,ATM1012,2025-07-01 00:00:00,16:31,Cash Withdrawal,2000,Debit,2.6,Success,None
TXN001094,ATM1035,2025-07-31 00:00:00,02:59,Cash Withdrawal,3000,Debit,5.9,Success,None
TXN001095,ATM1010,2025-11-27 00:00:00,18:37,Cash Withdrawal,3000,Debit,1.9,Success,None
TXN001096,ATM1027,2025-12-25 00:00:00,04:26,Cash Withdrawal,5000,Debit,2.7,Success,None
TXN001097,ATM1049,2025-10-01 00:00:00,14:36,Cash Withdrawal,2000,Debit,1.9,Success,None
TXN001098,ATM1022,2025-12-01 00:00:00,05:02,Cash Withdrawal,500,Debit,4.1,Success,None
TXN001099,ATM1028,2025-03-14 00:00:00,18:38,Cash Withdrawal,3000,Debit,3.7,Success,None
TXN001100,ATM1020,2025-08-08 00:00:00,15:48,Cash Withdrawal,5000,Debit,4.8,Success,None
TXN001101,ATM1008,2025-07-17 00:00:00,15:38,Cash Withdrawal,1000,Debit,5.4,Success,None
TXN001102,ATM1041,2025-11-07 00:00:00,07:26,Cash Withdrawal,3000,Debit,6.6,Success,None
TXN001103,ATM1017,2025-09-18 00:00:00,17:04,Cash Withdrawal,1000,Debit,4.6,Success,None
TXN001104,ATM1024,2025-09-08 00:00:00,02:13,Cash Withdrawal,5000,Credit,5.3,Success,None
TXN001105,ATM1044,2025-02-21 00:00:00,09:33,Cash Withdrawal,1000,Debit,4.4,Success,None
TXN001106,ATM1030,2025-12-27 00:00:00,20:43,Cash Withdrawal,500,Debit,3,Success,None
TXN001107,ATM1042,2025-01-19 00:00:00,15:39,Cash Withdrawal,2000,Debit,5.4,Success,None
TXN001108,ATM1005,2025-10-29 00:00:00,04:33,Cash Withdrawal,5000,Debit,3.6,Success,None
TXN001109,ATM1018,2025-05-17 00:00:00,07:04,Cash Withdrawal,5000,Debit,6,Success,None
TXN001110,ATM1050,2025-05-25 00:00:00,23:36,Cash Withdrawal,3000,Debit,7.2,Success,None
TXN001111,ATM1041,2025-09-15 00:00:00,06:33,Cash Withdrawal,500,Debit,4.7,Success,None
TXN001112,ATM1016,2025-06-26 00:00:00,02:43,Cash Withdrawal,2000,Debit,8.2,Success,None
TXN001113,ATM1010,2025-05-27 00:00:00,01:24,Cash Withdrawal,5000,Debit,2.1,Success,None
TXN001114,ATM1039,2025-04-15 00:00:00,15:29,Cash Withdrawal,2000,Debit,5,Success,None
TXN001115,ATM1010,2025-12-01 00:00:00,03:28,Cash Withdrawal,3000,Debit,3,Success,None
TXN001116,ATM1041,2025-02-27 00:00:00,09:33,Cash Withdrawal,2000,Debit,7.9,Success,None
TXN001117,ATM1016,2025-03-19 00:00:00,11:25,Cash Withdrawal,1000,Debit,1.6,Success,None
TXN001118,ATM1043,2025-05-11 00:00:00,15:50,Cash Withdrawal,10000,Debit,4.4,Success,None
TXN001119,ATM1050,2025-03-28 00:00:00,14:21,Cash Withdrawal,2000,Debit,3.8,Success,None
TXN001120,ATM1001,2025-11-08 00:00:00,15:55,Cash Withdrawal,20000,Debit,3.2,Success,None
TXN001121,ATM1001,2025-01-28 00:00:00,13:56,Cash Withdrawal,10000,Debit,3.9,Success,None
TXN001122,ATM1042,2025-07-27 00:00:00,01:17,Cash Withdrawal,3000,Debit,4.7,Success,None
TXN001123,ATM1024,2025-03-04 00:00:00,08:17,Cash Withdrawal,5000,Debit,2.4,Success,None
TXN001124,ATM1042,2025-10-07 00:00:00,16:26,Cash Withdrawal,500,Debit,7,Success,None
TXN001125,ATM1021,2025-07-09 00:00:00,09:58,Cash Withdrawal,3000,Debit,5.7,Success,None
TXN001126,ATM1019,2025-06-10 00:00:00,22:23,Cash Withdrawal,2000,Credit,4.1,Success,None
TXN001127,ATM1042,2025-03-05 00:00:00,01:51,Cash Withdrawal,10000,Debit,3,Success,None
TXN001128,ATM1027,2025-01-01 00:00:00,19:18,Cash Withdrawal,3000,Credit,3.9,Success,None
TXN001129,ATM1024,2025-11-27 00:00:00,17:24,Cash Withdrawal,5000,Debit,5.2,Success,None
TXN001130,ATM1040,2025-08-30 00:00:00,21:13,Cash Withdrawal,5000,Debit,4,Success,None
TXN001131,ATM1025,2025-09-04 00:00:00,03:31,Cash Withdrawal,2000,Debit,6,Success,None
TXN001132,ATM1032,2025-07-22 00:00:00,12:55,Cash Withdrawal,2000,Debit,5.4,Success,None
TXN001133,ATM1014,2025-02-13 00:00:00,02:31,Cash Withdrawal,5000,Debit,7.5,Success,None
TXN001134,ATM1017,2025-02-17 00:00:00,14:13,Cash Withdrawal,2000,Debit,5.4,Success,None
TXN001135,ATM1006,2025-03-03 00:00:00,23:21,Cash Withdrawal,500,Debit,4,Success,None
TXN001136,ATM1031,2025-01-24 00:00:00,02:01,Cash Withdrawal,2000,Debit,3,Success,None
TXN001137,ATM1036,2025-03-05 00:00:00,17:57,Cash Withdrawal,3000,Debit,9,Success,None
TXN001138,ATM1020,2025-11-29 00:00:00,21:25,Cash Withdrawal,5000,Debit,8.4,Success,None
TXN001139,ATM1013,2025-10-20 00:00:00,08:51,Cash Withdrawal,2000,Debit,2.9,Success,None
TXN001140,ATM1030,2025-11-15 00:00:00,12:02,Cash Withdrawal,10000,Debit,5.6,Success,None
TXN001141,ATM1049,2025-06-20 00:00:00,11:59,Cash Withdrawal,5000,Debit,6,Success,None
TXN001142,ATM1027,2025-02-04 00:00:00,05:55,Cash Withdrawal,500,Debit,6.4,Success,None
TXN001143,ATM1020,2025-01-07 00:00:00,01:41,Cash Withdrawal,10000,Credit,2.8,Success,None
TXN001144,ATM1025,2025-09-24 00:00:00,19:00,Cash Withdrawal,5000,Debit,2.1,Success,None
TXN001145,ATM1001,2025-07-16 00:00:00,19:25,Cash Withdrawal,500,Debit,8.1,Success,None
TXN001146,ATM1013,2025-09-28 00:00:00,08:27,Cash Withdrawal,5000,Debit,2.5,Success,None
TXN001147,ATM1019,2025-10-01 00:00:00,03:21,Cash Withdrawal,2000,Debit,4.6,Success,None
TXN001148,ATM1046,2025-04-13 00:00:00,00:48,Cash Withdrawal,2000,Debit,1.7,Success,None
TXN001149,ATM1033,2025-01-04 00:00:00,03:52,Cash Withdrawal,2000,Debit,12.8,Success,None
TXN001150,ATM1019,2025-11-19 00:00:00,20:21,Cash Withdrawal,5000,Credit,3.3,Success,None
TXN001151,ATM1008,2025-12-22 00:00:00,11:36,Cash Withdrawal,20000,Debit,2.5,Failed,Insufficient Cash
TXN001152,ATM1010,2025-11-26 00:00:00,13:23,Cash Withdrawal,500,Debit,6.5,Success,None
TXN001153,ATM1012,2025-11-01 00:00:00,12:05,Cash Withdrawal,2000,Debit,3.4,Success,None
TXN001154,ATM1001,2025-01-18 00:00:00,01:04,Cash Withdrawal,2000,Debit,2.1,Success,None
TXN001155,ATM1021,2025-08-11 00:00:00,20:45,Cash Withdrawal,20000,Credit,5.5,Success,None
TXN001156,ATM1027,2025-02-23 00:00:00,12:11,Cash Withdrawal,3000,Debit,4.6,Success,None
TXN001157,ATM1046,2025-12-02 00:00:00,17:09,Cash Withdrawal,2000,Debit,3,Success,None
TXN001158,ATM1011,2025-12-16 00:00:00,18:41,Cash Withdrawal,10000,Debit,3.3,Success,None
TXN001159,ATM1017,2025-08-11 00:00:00,05:50,Cash Withdrawal,3000,Debit,4.7,Success,None
